,,,,,,,,,altitude,,habitat,habit (perennial herbs = 1),"rhizome character (stout, terete = 1; stout, terete, thick/woody = 2; stout, terete, bulged below tip = 3)",rhizome shape (tuberous = 1; fusiform = 2; tuberous-fusiform = 3,rhizome length (cm),rhizome branching,stem number,stem length (average cm),stem texture (glabrous = 1),internode distance (base mm),internode distance (central mm),internode distance (tip mm),leaf basal diatance (cm),petiole length(mm),leaf angle (degree) (<30 = 1; 30--35 = 2; >35 = 3),basal (min -max),central (min - max),tip (min - max),total leaf count,base,central ,tip,total,base,central,tip,base,central,tip,base,central,tip,Leaf curvature (straight = 1; slightly falcate = 2; straight to falcate = 3),leaf margin taper (lanceolate = 1; elliptic = 2; oblanceolate = 3; parallel = 4; lanceolate-elliptic = 5; lanceolate-parallel  = 6; oblanceolate-parallel = 7; elliptic-oblong = 8),"margin colour (dark green = 1; dark green, coloured at tip = 2)",margin width upto  from base(narrower = 1;equal = 2; broader = 3; broader to narrower = 4),base,centre,tip,margin (entire = 1; slightly revolute = 2),leaf base (cuneate = 1; rounded = 2; cuneate to rounded = 3),leaf base symmetry (yes = 1),leaf apex symmetry (yes = 1),leaf apex shape (acute = 1; obtuse = 2; acute to obtuse = 3),Leaf arrangement (alternate = 1; alternate to nearly opposite = 2; alternate to opposite and/or whorled = 3),leaf texture (medium = 1),leaf edges (flat = 1; incurving = 2),abaxial surface texture (glabrous = 1; light glabrous = 2; dark glabrous = 3),adaxial surface texture (glabrous = 1; light glabrous = 2; dark glabrous = 3),mid rib colour with leaf (same = 1; different = 2),leaf mid rib appearance (abaxial)  (level = 1; elevated = 2),leaf mid rib appearance (adaxial)  (level = 1; sunken = 2),number of lateral veins (pairs)  (4--6 pairs = 1),"flower number (<20 = 1, 20-30 = 2, >30 = 3)",bract number (6 no. = 1; 6--8 no. = 2; 8 no. = 3),bract margin (entire = 1),length in mm (min - max),width in mm (min - max),ratio (length/width average),colour (red = 1; purplish red = 2; pinkish red = 3; yellow = 4),cylindric diameter (mm),length (cm),texture (glabrous = 1),number  5,shape (ovate = 1; oblong = 2; ovate-oblong = 3; ),colour (white = 1; purplish white = 2; pinkish white = 3; yellowish white = 4; yellow = 5),length (mm),breadth (mm),Length and Width ratio,apex (round =1),veins (reticulate veins = 1; purplish red reticulate veins = 2),period (months),period
Qinghai,CVH,PE 01059299,??? 626,1989,7/16/1989,"Xigou Forest Farm, Qinghai People and Hui Autonomous County, China",,,2500,valley beach,valley beach,1,NA,NA,NA,NA,1,34,1,2,2,1,2,1,2,14,18,22,54,2.47,3.18,3.88,9.53,16.5,17.5,13,5.5,5.5,3.5,3,3.18,3.71,1,1,1,4,2,3,1.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,8,1.5,5.33,2,1,1,1,5,3,1,2,1,2.00,1,1,7,July
Qinghai,CVH,PE 01059298,??? 2928,1989,7/16/1989,"Qinghai, China, and Hui Turkish Autonomous County, Guyin Medicine Water Spring",,,2500,valley beach,valley beach,1,1,1,19,yes,3,37,1,1,2,1,3,1,2,15,19,23,57,2.43,3.08,3.73,9.24,11,19,19.5,3.5,6,5,3.14,3.17,3.9,1,1,1,4,3,3.5,2.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,10,3,3.33,2,1,0.7,1,5,3,1,3,1.5,2.00,1,1,7,July
Qinghai,CVH,HNWP 152515,??? 2928,1989,7/16/1989,"People and Hui Autonomous County, Qinghai Province, China, Guyin Medicine Water Spring",,,2500,NA,NA,1,1,1,19,yes,3,31,1,2,1,1,2,1,2,19,19,23,61,3.68,3.68,4.45,11.81,13,19,17,3.5,5.5,4.5,3.71,3.45,3.78,1,1,1,4,2,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,10,2,5.00,1,0.8,0.8,1,5,3,1,2,1,2.00,1,1,7,July
Qinghai,CVH,HNWP 152842,??? 3337,1989,19889/7/24,"Thousands of households in Yulang Township, Guide County, Qinghai Province, China",,,3000,NA,NA,1,1,1,11,yes,10,16.5,1,2,1,1,1,0.8,2,15,17,21,53,5.45,6.18,7.64,19.27,12,17,15,2.5,3.5,3.5,4.8,4.86,4.29,1,1,1,4,1.5,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,3,1,10,2,5.00,1,0.8,0.8,1,5,3,1,2,1,2.00,1,1,7,July
Qinghai,CVH,HNWP 176062,???? 0367,1989,6/29/1989,"Qutan Township, Ledu County, Qinghai Province, China",,,2100,NA,NA,1,2,1,33,yes,25,17,1,1,1,1,1,1,2,13,15,19,47,4.59,5.29,6.71,16.59,11,17.5,16,2.5,4.5,4.5,4.4,3.89,3.56,1,1,1,4,1.5,2.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,10,3,3.33,1,0.8,0.7,1,5,3,1,2,1,2.00,1,1,6,June
Qinghai,CVH,HNWP 154603,??? 141,1989,8/10/1989,"Yinshangou, Xishan Township, Datong Hui Turkish Autonomous County, Qinghai Province, China",,,2900,NA,NA,1,1,1,24,yes,2,22.5,1,1,1,1,1,0.8,2,15,19,21,55,4.00,5.07,5.60,14.67,12,17,15,2.5,3.5,3.5,4.8,4.86,4.29,1,1,1,4,1.5,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,10,2,5.00,1,0.8,0.7,1,5,3,1,2,1,2.00,1,1,8,August
Qinghai,CVH,HNWP 159627,??? 0577,1989,19890719,"Dongxia Temple Gap, Datong Hui Turkish Autonomous County, Qinghai Province, China",,,NA,NA,NA,1,3,1,18,yes,8,26,1,2,2,2,1,0.8,1,13,15,19,47,3.00,3.46,4.38,10.85,13.5,14,12,2,3.5,2,6.75,4,6,1,6,1,4,1.8,2,1.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,10,1.5,6.67,3,0.5,0.8,1,5,3,1,2,1,2.00,1,1,7,July
Qinghai,CVH,HNWP 156351,???? 0269,1989,7/19/1989,"LaoShan, Datong Hui Turkish Autonomous County, Qinghai Province, China",,,2900,NA,NA,1,NA,NA,NA,NA,3,17.5,1,1,1,1,1,1,2,11,13,15,39,3.77,4.46,5.14,13.37,10,14,13,3,4.5,3.5,3.33,3.11,3.71,1,1,1,4,1.8,2.5,1.5,1,1,1,1,1,2,1,1,2,3,1,1,1,1,1,1,1,14,4,3.50,3,0.8,0.7,1,5,3,1,2,1,2.00,1,1,7,July
Qinghai,CVH,HNWP 156507,???? 0476,1989,7/19/1989,"LaoShan, Datong Hui Turkish Autonomous County, Qinghai Province, China",,,2420,NA,NA,1,NA,NA,NA,NA,2,20.5,1,1,1,1,1,1,2,12,13,17,42,3.51,3.80,4.98,12.29,18.5,19,16,4.5,4.5,3.5,4.11,4.22,4.57,1,6,1,4,2,2.5,2,1,1,1,1,1,2,1,1,2,3,1,1,1,1,2,3,1,12,3,4.00,3,0.8,0.8,1,5,3,1,2,1,2.00,1,1,7,July
Qinghai,CVH,HNWP 156829,???? 1964,1989,19890716,"Shanzi Mountain, Xining, Qinghai Province, China",,,2484,NA,NA,1,NA,NA,NA,NA,4,21,1,1,1,1,1,1,2,10,15,15,40,2.86,4.29,4.29,11.43,12.5,17,15.5,2.5,3.5,3.5,5,4.86,4.43,1,1,1,4,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,12,3,4.00,3,0.8,1,1,5,3,1,2,1,2.00,1,1,7,July
Qinghai,CVH,HNWP 158253,???? 4258,1989,19890727,"Xining, Qinghai Province, China",,,3000,NA,NA,1,2,1,30,yes,2,37,1,1,2,1,1,1,2,17,21,26,64,2.76,3.41,4.22,10.38,15,19,13,3.5,3.5,3.5,4.29,5.43,3.71,1,1,1,4,1.5,2.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,10,2,5.00,3,0.8,0.7,1,5,3,1,2,1,2.00,1,1,7,July
Qinghai,CVH,HNWP 158254,???? 4260,1989,19890727,"Xining, Qinghai Province, China",,,3000,NA,NA,1,1,1,22,yes,4,21,1,1,2,1,1,1,2,9,12,14,35,2.57,3.43,4.00,10.00,14,18.5,18,3.5,6,5.5,4,3.08,3.27,1,1,1,4,2.5,3.5,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,14,4,3.50,3,0.8,0.7,1,5,3,1,2,1,2.00,1,1,7,July
Qinghai,CVH,HNWP 180297,??? 891,1987,19870724,"Tongtian River, Qumalai County, Qinghai Province, China",,,3500,NA,NA,1,1,1,35,yes,5,27.5,1,3,2,2,1,1,2,11,15,21,47,2.40,3.27,4.58,10.25,15,21,18,4,6.5,6,3.75,3.23,3,1,1,1,4,2,3.5,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,NA,1,1,15,5,3.00,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,7,July
Qinghai,CVH,HNWP 176217,??? 989,1987,7/27/1987,"Batang Pass, Yushu Tibetan Autonomous Region, Qinghai Province, China",,,4600,NA,NA,1,1,1,25,yes,8,13.5,1,1,1,1,1,1,2,15,17,21,53,6.67,7.56,9.33,23.56,8.5,13.5,11,3.5,4,3.5,2.43,3.38,3.14,1,1,1,4,1.5,2.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,6,3,2.00,3,0.8,0.6,1,5,3,1,2,1,2.00,1,1,7,July
Qinghai,CVH,HNWP 120123,??? ??? 2065,1986,5/25/1986,"Xining City, Qinghai Province, China Botanical Garden Back Hill",,,2300,NA,NA,1,1,1,11,yes,5,17,1,1,1,1,1,0.8,2,15,19,23,57,5.29,6.71,8.12,20.12,12.5,18.5,19,2,2,2,6.25,9.25,9.5,1,6,1,4,1,1.2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,10,2,5.00,1,0.8,0.8,1,5,3,2,2,1,2.00,1,1,5,May
Qinghai,CVH,HNWP 120917,???? 2165,1986,6/15/1986,"Yangjiawan, Western Suburbs, Xining City, Qinghai Province, China",,,NA,NA,NA,1,3,3,25,yes,8,21,1,2,2,1,1,0.8,2,15,17,19,51,4.29,4.86,5.43,14.57,11,16,17,2,2.5,2.5,5.5,6.4,6.8,1,1,1,4,1,1.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,12,2,6.00,1,0.8,0.8,1,5,3,2,2,1,2.00,1,1,6,June
Qinghai,CVH,WUK 0448335,??? 19558,1985,7/19/1985,"Qinghai Lake, Qinghai Province, China",,,3000,by the lake,by the lake,1,NA,NA,NA,NA,9,20.5,1,2,1,1,1,1,2,11,13,17,41,3.22,3.80,4.98,12.00,13,15,13.5,3.5,3.5,3.5,3.71,4.29,3.86,1,1,1,4,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,3,1,12,3,4.00,1,0.8,0.6,1,5,3,1,2,1,2.00,1,1,7,July
Qinghai,CVH,WUK 0458918,??? 4930,1985,7/16/1985,"Mengyuan, Qinghai Province, China, Zhuxi, Dry Tai Township",,,2600,NA,NA,1,NA,NA,NA,NA,4,25.5,1,1,1,1,1,1,2,15,17,23,55,3.53,4.00,5.41,12.94,11,19,13,2.5,3.5,2.5,4.4,5.43,5.2,1,1,1,4,1.5,2,1.3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,10,3,3.33,1,1,0.7,1,5,3,1,2,1,2.00,1,1,7,July
Qinghai,CVH,WUK 0458919,??? 4930,1985,7/16/1985,"Mengyuan, Qinghai Province, China, Zhuxi, Dry Tai Township",,,2600,NA,NA,1,NA,NA,NA,NA,3,30,1,1,2,1,1,1,2,15,21,23,59,3.00,4.20,4.60,11.80,12,15,13,2.5,3.5,2.5,4.8,4.29,5.2,1,1,1,4,1.5,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,10,4,2.50,1,1,0.7,1,5,3,1,2,1,2.00,1,1,7,July
Qinghai,CVH,HNWP 108473,??? 19447,1984,8/6/1984,"Qinghai Lake Sheep Farm, Qinghai Province, China",,,NA,NA,NA,1,1,1,11,yes,13,23,1,1,1,1,1,0.8,2,13,15,17,45,3.39,3.91,4.43,11.74,11,15,14,2,3,3.5,5.5,5,4,1,1,1,4,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,10,2,5.00,1,0.8,0.8,1,5,3,1,2,1,2.00,1,1,8,August
Qinghai,CVH,HNWP 112579,??? 1366,1984,7/13/1984,"Ma'i County, Qinghai Province, China ",,,3800,NA,NA,1,1,1,15,yes,3,8,1,1,1,1,0.5,0.8,2,9,9,13,31,6.75,6.75,9.75,23.25,8.5,13.5,14,2,2.5,2.5,4.25,5.4,5.6,1,1,1,4,1,1.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,3,1,12,2,6.00,1,0.8,0.8,1,5,3,1,2,1,2.00,1,1,7,July
Qinghai,CVH,HNWP 104411,??? 26621,1983,7/25/1983,"Jianglang, Dawu County, Golo Tibetan Autonomous Prefecture, Qinghai Province, China",,,NA,NA,NA,1,NA,NA,NA,NA,6,15.5,1,2,1,1,1,1,2,13,17,17,47,5.03,6.58,6.58,18.19,12,12.5,10,2,2.5,2.5,6,5,4,1,1,1,4,1,1.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,8,2,4.00,1,0.8,0.8,1,5,3,2,2,1,2.00,1,1,7,July
Qinghai,CVH,HNWP 0230810,???? 26758,1983,19830729,"Five-san Nursery, Golo Makorin Farm, Qinghai Province, China",,,3500,NA,NA,1,NA,NA,NA,NA,2,30,1,2,2,1,2,1,2,15,21,26,62,3.00,4.20,5.20,12.40,15,19.5,17.5,1.75,3,4,8.57,6.5,4.38,1,1,1,4,1.5,2.5,1,1,3,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,14,2,7.00,4,0.8,1,1,5,3,5,2,1,2.00,1,1,7,July
Qinghai,CVH,HNWP 105038,???? 27298,1983,8/4/1983,"Treasure Ditch at the Mako River Forest Farm, Qinghai Province, China",,,3475,NA,NA,1,NA,NA,NA,NA,4,30,1,2,2,2,2,1,2,17,21,23,61,3.40,4.20,4.60,12.20,13,14,11,3.5,4.5,3.5,3.71,3.11,3.14,1,1,1,4,2,2.5,1.8,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,12,2,6.00,4,0.8,1,1,5,3,5,2,1,2.00,1,1,8,August
Qinghai,CVH,PE 01059290,??????? 87,1982,8/27/1982,"Qinghai, China, qinghai lake ",,,NA,wetlands,wetlands,1,NA,NA,NA,NA,9,11.5,1,1,1,1,2,1,2,13,19,23,55,6.78,9.91,12.00,28.70,10.5,13,11.5,2.5,2.5,2.5,4.2,5.2,4.6,1,1,1,4,1,1.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,8,2,4.00,1,0.8,0.7,1,5,3,2,2,1,2.00,1,1,8,August
Qinghai,CVH,PE 01059289,??????? 87,1982,8/27/1982,"Qinghai, China, qinghai lake ",,,NA,wetlands,wetlands,1,NA,NA,NA,NA,9,11.5,1,1,1,1,2,1,2,13,19,23,55,6.78,9.91,12.00,28.70,10.5,13,11.5,2.5,2.5,2.5,4.2,5.2,4.6,1,1,1,4,1,1.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,8,2,4.00,1,0.8,0.7,1,5,3,2,2,1,2.00,1,1,8,August
Qinghai,CVH,HNWP 102569,??? 25893,1982,8/11/1982,"Old Tibetan Ditch in Mai Xiulin Field, Huangnan Tibetan Autonomous Prefecture, Qinghai Province, China",,,3400,NA,NA,1,NA,NA,NA,NA,4,27.5,1,2,2,2,1,1,2,15,17,23,55,3.27,3.71,5.02,12.00,10,17,16,1.5,3.5,3,6.67,4.86,5.33,1,1,1,4,2,2.5,1.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,8,2,4.00,1,0.8,0.8,1,5,3,2,2,1,2.00,1,1,8,August
Qinghai,CVH,PE 01059293,??????????? 80-144,1980,9/7/1980,"Qinghai Lake, China? Lakeside",,,3200,NA,NA,1,1,1,16,yes,6,14,1,1,1,1,1,1,2,17,19,21,57,7.29,8.14,9.00,24.43,11,15,15,1.5,3,2.5,7.33,5,6,1,1,1,4,1.4,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,8,3,2.67,1,0.8,0.7,1,5,3,2,2,1,2.00,1,1,9,September
Qinghai,CVH,HNWP 41705,??? 168,1974,6/27/1974,"Military Commune, Qinghai Province, China",,,3300,NA,NA,1,NA,NA,NA,NA,9,16.5,1,2,1,1,1,1,2,13,15,19,47,4.73,5.45,6.91,17.09,8.5,10,13,1.5,2.5,2.5,5.67,4,5.2,1,1,1,4,1,1.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,8,2,4.00,2,0.8,0.7,1,5,3,1,2,1,2.00,1,1,6,June
Qinghai,CVH,HNWP 42561,??? 6,1974,6/16/1974,"Haomen River, Mengyuan Hui Autonomous County, Qinghai Province, China",,,3000,NA,NA,1,1,1,15,yes,16,13,1,1,1,1,1,0.8,2,13,15,21,49,6.00,6.92,9.69,22.62,8.5,13.5,13,2.5,2.5,2.5,3.4,5.4,5.2,1,1,1,4,1,1.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,8,2,4.00,1,0.8,1,1,5,3,1,2,1,2.00,1,1,6,June
Qinghai,CVH,HNWP 36989,?????? 62,1973,19730715,"Qinghai Province, China Mutual Assistance Turkish Autonomous County Beishan Jiading",,,NA,NA,NA,1,NA,NA,NA,NA,3,26,1,2,2,2,1,1,2,17,19,23,59,3.92,4.38,5.31,13.62,16,25,17,4.5,7,6,3.56,3.57,2.83,1,1,1,4,3.5,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,16,5,3.20,2,0.8,0.8,1,5,3,1,2,1,2.00,1,1,7,July
Qinghai,CVH,HNWP 28353,??? 1179,1972,7/30/1972,"Yushu Ang-yu Forest Farm, Qinghai Province, China",,,3800,under the forest,under the forest,1,NA,NA,NA,NA,2,46.5,1,2,2,2,1,1,2,15,21,27,63,1.94,2.71,3.48,8.13,17,21,16,3.5,5,4.5,4.86,4.2,3.56,1,1,1,4,2,3,1.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,10,4,2.50,1,0.8,0.8,1,5,3,1,2,1,2.00,1,1,7,July
Qinghai,CVH,HNWP 0229357,??? 1179,1972,7/30/1972,"Yushu Ang-yu Forest Farm, Qinghai Province, China",,,3800,under the forest,under the forest,1,NA,NA,NA,NA,3,32.5,1,2,2,2,3,1,2,17,19,23,59,3.14,3.51,4.25,10.89,19,23,16,6,8,6,3.17,2.88,2.67,1,1,1,4,4,4.5,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,12,5,2.40,2,1,0.6,1,5,3,1,2,1,2.00,1,1,7,July
Qinghai,CVH,HNWP 28779,??? 72-068,1972,1972/8/??,"Baobao Forest Farm, Datong Hui Turkish Autonomous County, Qinghai Province, China",,,3000,NA,NA,1,1,1,11,yes,4,29,1,2,2,1,1,1,2,17,23,25,65,3.52,4.76,5.17,13.45,14,16,15,2,3,2,7,5.33,7.5,1,1,1,4,1.2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,10,2,5.00,2,0.8,1,1,5,3,1,2,1,2.00,1,1,8,August
Qinghai,CVH,HNWP 23978,??? 282,1971,6/18/1971,"Near the Mentang Commune, Kuji County, Qinghai Province, China",,,3700,NA,NA,1,NA,NA,NA,NA,7,26,1,2,2,1,1,0.8,2,13,15,18,46,3.00,3.46,4.15,10.62,13,22,21,2,3.5,3.5,6.5,6.29,6,1,1,1,4,1.5,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,3,1,12,3,4.00,1,0.8,0.8,1,5,3,1,2,1,2.00,1,1,6,June
Qinghai,CVH,HNWP 131619,??? 9101,1971,6/12/1971,"Beishan Forest Farm, Mutual Aid County, Qinghai Province, China",,,NA,NA,NA,1,1,1,11,yes,15,22.5,1,2,2,1,1,0.8,2,17,19,21,57,4.53,5.07,5.60,15.20,12,17,16.5,1.5,2.5,2.5,8,6.8,6.6,1,1,1,4,1,1.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,3,1,10,3,3.33,1,0.8,0.8,1,5,3,1,2,1,2.00,1,1,6,June
Qinghai,CVH,HNWP 25944,??????? 964,1970,,,,,NA,NA,NA,1,NA,NA,NA,NA,5,18.5,1,2,2,2,1,1,2,9,14,17,40,2.92,4.54,5.51,12.97,10,20,18,3.5,5,4.5,2.86,4,4,1,1,1,4,2,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,12,4,3.00,1,0.8,0.8,1,5,3,1,2,1,2.00,1,1,6,June
Qinghai,CVH,HNWP 21813,??? 242,1970,6/11/1970,"Qinghai Province, China, Min and Hui Autonomous County, official sating commune official brigade",,,1700,NA,NA,1,1,1,12,yes,6,15.5,1,1,1,1,1,0.8,2,13,15,18,46,5.03,5.81,6.97,17.81,12,15,14,2.5,4.5,3.5,4.8,3.33,4,1,1,1,4,1.5,2.5,1.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,10,2,5.00,1,0.8,0.8,1,5,3,1,2,1,2.00,1,1,6,June
Qinghai,CVH,HNWP 107863,??? 911,1970,7/5/1970,"Tongren County, Qinghai Province, China, Kawu Commune",,,2600,NA,NA,1,NA,NA,NA,NA,3,23.5,1,1,1,1,1,0.8,2,13,15,19,47,3.32,3.83,4.85,12.00,11,15,14,2,3,3.5,5.5,5,4,1,1,1,4,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,8,2,4.00,1,0.8,0.8,1,5,3,1,2,1,2.00,1,1,7,July
Qinghai,CVH,HNWP 22660,??????? 1367,1970,8/7/1970,"Yumao Commune, Doyumao Commune, Haishan, Qinghai Province, China",,,3470,NA,NA,1,3,3,19,yes,10,20.5,1,2,2,1,1,1,2,15,19,17,51,4.39,5.56,4.98,14.93,10,18,13,2,3.5,3.5,5,5.14,3.71,1,1,1,4,1.5,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,10,3,3.33,2,0.8,0.8,1,5,3,1,2,1,2.00,1,1,8,August
Qinghai,CVH,HNWP 21842,??????? 565,1970,6/2/1970,"Tongren County, Qinghai Province, China South",,,2450,NA,NA,1,1,1,12,yes,10,18.5,1,2,2,2,1,1,2,13,14,17,44,4.22,4.54,5.51,14.27,13,18,17,2.5,3,3,5.2,6,5.67,1,1,1,4,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,12,3,4.00,2,0.8,0.8,1,5,3,1,2,1,2.00,1,1,6,June
Qinghai,CVH,HNWP 21986,??????? 739,1970,6/21/1970,"Lenko to Sheep Ginger Road, Tseza County, Qinghai Province, China",,,2500,NA,NA,1,2,1,40,yes,3,16,1,1,1,1,1,0.8,2,13,15,17,45,4.88,5.63,6.38,16.88,11,17.5,13,2.5,2.5,1.5,4.4,7,8.67,1,1,1,4,1,1.5,0.8,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,8,3,2.67,2,0.8,0.8,1,5,3,1,2,1,2.00,1,1,6,June
Qinghai,CVH,HNWP 22209,??????? 911,1970,7/5/1970,"Tongren County, Qinghai Province, China, Kawu Commune",,,2600,NA,NA,1,NA,NA,NA,NA,2,20.5,1,1,1,1,1,0.8,2,15,17,19,51,4.39,4.98,5.56,14.93,12,17,16,2,3.5,3.5,6,4.86,4.57,1,1,1,4,1.3,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,12,3,4.00,2,0.8,1,1,5,3,1,2,1,2.00,1,1,7,July
Qinghai,CVH,HNWP 23821,?? 066,1967,7/23/1967,"Mug Beach, Military Horse Farm, Guinan County, Qinghai Province, China",,,3200,NA,NA,1,1,1,20,yes,1,28,1,2,2,1,1,0.8,2,14,18,20,52,3.00,3.86,4.29,11.14,13,21,17,2.5,2.5,2.5,5.2,8.4,6.8,1,1,1,4,1.5,2,1.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,14,2.5,5.60,2,0.8,0.8,1,5,3,1,2,1,2.00,1,1,7,July
Qinghai,CVH,HNWP 33494,??????? 066,1967,7/23/1967,"Mug Beach, Military Horse Farm, Guinan County, Qinghai Province, China",,,3200,NA,NA,1,2,1,14,yes,7,23,1,2,1,1,1,0.8,2,17,19,23,59,4.43,4.96,6.00,15.39,13,19,14,2,2.5,2.5,6.5,7.6,5.6,1,6,1,4,1,1.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,10,2,5.00,2,0.8,1,1,5,3,1,2,1,2.00,1,1,7,July
Qinghai,CVH,HNWP 0211642,??? ??? 00786,1966,8/15/1966,"Qumalai County, Qinghai Province, China, Qiuzhi Township, Yangtze River",,,4150,NA,NA,1,NA,NA,NA,NA,6,20.5,1,2,2,2,1,1,2,9,11,13,33,2.63,3.22,3.80,9.66,15,19,21,3,7,7,5,2.71,3,1,1,1,4,3,4,2,1,3,1,1,1,2,1,1,1,1,2,1,1,1,1,3,1,14,4,3.50,1,0.8,0.8,1,5,3,2,2,1,2.00,1,1,8,August
Qinghai,CVH,HNWP 17795,??? 018,1966,7/28/1965,"Heka Sheep Qutai, Xinghai County, Qinghai Province, China",,,2650,NA,NA,1,1,1,12,yes,15,13.5,1,1,1,1,1,0.8,2,10,13,16,39,4.44,5.78,7.11,17.33,12,15,15,2.5,2.5,2.5,4.8,6,6,1,1,1,4,0.8,1.5,0.8,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,8,2,4.00,1,0.8,0.8,1,5,3,1,2,1,2.00,1,1,5,May
Qinghai,CVH,HNWP 178191,??? ??? 6042,1965,6/26/1965,"LaoShan, Datong Hui Turkish Autonomous County, Qinghai Province, China",,,2300,NA,NA,1,1,1,15,yes,2,29.5,1,2,2,1,1,0.8,2,15,17,21,53,3.05,3.46,4.27,10.78,11.5,17.5,15,3,4.5,3,3.83,3.89,5,1,1,1,4,1,2.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,12,2,6.00,1,0.8,0.7,1,5,3,2,2,1,2.00,1,1,6,June
Qinghai,CVH,HNWP 0211627,??? ??? 6042,1965,6/24/1965,"LaoShan, Datong Hui Turkish Autonomous County, Qinghai Province, China",,,2300,NA,NA,1,1,1,12,yes,5,25,1,2,2,1,2,1,2,15,17,19,51,3.60,4.08,4.56,12.24,10,18,16.5,2.5,3.5,2.5,4,5.14,6.6,1,1,1,4,1,2.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,14,3,4.67,3,1,0.8,1,5,3,2,2,1,2.00,1,1,6,June
Qinghai,CVH,PE 01538330,??? 00262,1965,7/28/1965,"Kukang Chung, Zado Ado Township, Qinghai, China",,,4300,sunny,sunny,1,1,1,15,yes,7,16.5,1,2,2,1,1,1,2,11,11,16,38,4.00,4.00,5.82,13.82,13,15,13,4.5,5.5,5,2.89,2.73,2.6,1,1,1,4,2.5,3,1.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,10,4,2.50,1,1,0.8,1,5,3,2,2,1.5,1.33,1,1,7,July
Qinghai,CVH,PE 01059315,??? 262,1965,7/28/1965,"Kukang Chung, Ado Township, Zado County, Qinghai, China",,,4300,sunny,sunny,1,1,1,15,yes,9,18.5,1,2,1,1,2,1,2,11,13,16,40,3.57,4.22,5.19,12.97,12.5,15,14,3,5,5,4.17,3,2.8,1,1,1,4,2,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,10,3,3.33,1,1,0.8,1,5,3,2,2,1,2.00,1,1,7,July
