,,,,,,TP,TP,AI,RH,PP,PET,PV,SC,SM,SP,SR,WV,WS,HH,HH,HH,HH,HH,HH,HH,HH,HH,HH,HH,HH,HH,HH,GD,GD,GD,GD,GD,LULC ,LULC ,LULC ,LULC ,LULC ,LULC ,LULC ,LULC ,LULC ,LULC ,LULC ,LULC ,UVB,UVB,UVB,UVB,UVB,UVB,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM,CLIM
SN,barcode,Province,long,lat,colour,Elevation (m),Aspect (degree),Annual aridity (ratio),Annual Relative Humidity (%),Net primary productivity (kg-carbon/m²/year),Potential evapotranspiration (mm),Potential vegetation (15 biomes categories),Soil carbon (Kg-Carbon/m² to 1 m depth),Soil moisture (mm based on 150 mm water holding capacity),Soil pH (acidity-alkaline level),Annual solar radiation (kJ/m²/day),Annual water vapour (kPa),Annual wind speed (m/s),"Contrast (exponentially weighted difference in EVI between adjacent pixels, x ?0)","Correlation (linear dependency of EVI on adjacent pixels, 1? x ?-1)","Coefficient of variation (normalized dispersion of EVI, x ?0)",Dissimilarity, Entrophy,"Evenness (evenness of EVI, 1? x ?0)","Homogeneity (similarity of EVI between adjacent pixels, 1? x ?0)","Maximum (dominance of EVI combinations between adjacent pixels, 1? x ?0)","Range (Range of EVI, x ?0)",Shannon index,Simpson index,Standard deviation,"Uniformity (orderliness of EVI, 1? x ?0)­­­","Variance (Dispersion of EVI combinations between adjacent pixels, x ?0)",First day of growing season (Julian day),Growing degree days (°C based on 5-degree base temperature),Growing season length (number of days),Growing season temperature (°C/10),Last day of growing season (Julian day),Evergreen/deciduous Needleleaf trees (Lulc1),Evergreen broadleaf trees (LULC2),Deciduous Broadleaf Trees (LULC3),Mixed/other trees (LULC4),Shrubs (LULC5),Herbaceous vegetation (LULC6),Cultivated and managed vegetation (LULC7),Regularly Flooded Vegetation (LULC8),Urban/Built-up (LULC9),Snow/Ice (LULC10),Barren (LULC11),Barren (LULC12),Annual mean UV-B (J/m²/day),UV-B seasonality (J/m²/day),Mean UV-B of highest month (J/m²/day),Mean UV-B of lowest month (J/m²/day),Sum of monthly mean UV-B during highest quarter,Sum of monthly mean UV-B during lowest quarter,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
195,E00100438,Manang,84.01638888890,28.66500000000,RW,4160.88,49.86,5264.33,15.00,0.46,29.74,10.00,7.52,146.92,5.47,17067.20,0.71,2.69,411513.00,8237.00,5345.00,44881.00,57379.00,9207.00,2557.00,374.00,4880.00,35592.00,9614.00,1118.00,82.00,1302173.00,-668.97,0.00,170.71,-786.94,-501.19,14.20,0.00,0.00,20.90,0.30,33.90,21.26,0.00,0.00,2.44,6.99,0.00,6427.98,256907.00,9690.03,2840.70,27217.30,11709.00,21.00,89.00,321.00,6662.00,131.00,-147.00,278.00,107.00,-42.00,107.00,-71.00,789.00,172.00,11.00,84.00,506.00,41.00,41.00,75.00
196,KATH039353,Manang,84.15944444440,28.60833333330,RW,3982.71,84.92,4558.08,26.00,0.46,29.74,11.00,7.52,146.92,5.47,16905.90,0.75,2.52,396991.00,8574.00,4419.00,45924.00,58481.00,9379.00,2343.00,304.00,5363.00,36597.00,9657.00,1218.00,84.00,1450844.00,51.58,0.00,194.90,-120.90,245.42,3.01,0.00,0.00,12.26,1.65,40.56,36.00,0.00,0.00,1.79,2.36,1.94,6427.98,256907.00,9690.03,2840.70,27217.30,11709.00,37.00,88.00,321.00,6579.00,146.00,-129.00,275.00,122.00,-26.00,122.00,-54.00,1033.00,226.00,14.00,85.00,663.00,48.00,48.00,95.00
205,KATH004310,Mustang,84.39796000000,28.38313200000,RW,2007.19,208.23,13457.50,51.00,0.46,67.42,2.00,7.26,126.03,5.76,16846.90,1.42,1.47,119906.00,6684.00,873.00,26605.00,50864.00,8786.00,3186.00,265.00,2743.00,28762.00,9320.00,468.00,84.00,229709.00,-1153.83,3030.00,299.46,12.83,-1033.63,25.53,14.47,15.44,29.63,0.00,0.36,14.76,0.00,0.00,0.00,0.00,0.00,5945.09,238728.00,8960.35,2607.51,25248.90,10769.20,114.00,86.00,329.00,6151.00,213.00,-49.00,262.00,190.00,53.00,190.00,26.00,2062.00,495.00,17.00,98.00,1417.00,57.00,57.00,78.00
179,E00086799,Bhutan,89.87674700000,27.77712700000,RW,3394.31,169.65,8343.53,74.00,0.56,57.66,5.00,6.32,112.63,5.20,16220.60,0.68,1.98,176180.00,7000.00,1337.00,31983.00,53665.00,8989.00,2834.00,213.00,3328.00,30741.00,9436.00,611.00,64.00,397497.00,-3620.66,826.00,244.23,9.14,-3496.15,33.06,16.37,7.81,20.34,0.00,8.75,13.67,0.00,0.00,0.00,0.00,0.00,6167.82,243990.00,9259.69,2721.25,26017.80,11289.60,60.00,74.00,312.00,5619.00,159.00,-79.00,238.00,133.00,6.00,133.00,-16.00,890.00,189.00,5.00,89.00,566.00,16.00,16.00,38.00
210,HNWP 0213171,Qinghai,94.16931200000,32.96287400000,YW,4780.31,193.30,7627.49,6.00,0.01,29.45,13.00,5.18,135.67,6.70,15991.20,0.37,2.96,77891.00,6677.00,1008.00,18885.00,44450.00,8481.00,4388.00,473.00,1929.00,25180.00,9015.00,333.00,182.00,123230.00,161.27,0.00,113.50,6.08,273.75,0.00,0.00,0.00,0.00,0.00,67.58,21.57,0.00,0.00,0.00,10.85,0.00,5761.98,277147.00,9324.55,2046.12,26171.00,9264.74,-27.00,110.00,329.00,7329.00,126.00,-209.00,335.00,67.00,-112.00,73.00,-131.00,420.00,94.00,3.00,102.00,280.00,9.00,9.00,13.00
211,HNWP 0210492,Qinghai,94.30071800000,32.82377800000,YW,4792.44,277.06,7835.38,6.00,0.01,29.45,13.00,5.18,135.67,6.70,15902.30,0.37,2.94,102064.00,6030.00,990.00,22547.00,47399.00,8866.00,3871.00,319.00,2101.00,26452.00,9185.00,363.00,120.00,132847.00,162.48,0.00,112.20,6.09,273.69,0.00,0.00,0.00,0.00,0.00,65.24,34.76,0.00,0.00,0.00,0.00,0.00,5727.73,273911.00,9195.56,2060.40,26002.30,9292.84,-27.00,109.00,327.00,7324.00,125.00,-208.00,333.00,67.00,-111.00,73.00,-131.00,453.00,104.00,3.00,103.00,310.00,10.00,10.00,14.00
212,HNWP 0210524,Qinghai,96.87915800000,33.05529200000,YW,4209.87,91.75,6338.04,7.00,0.00,34.49,13.00,5.27,117.87,6.66,15478.50,0.40,2.43,207215.00,7494.00,1343.00,34070.00,55115.00,9106.00,2768.00,191.00,3391.00,32085.00,9523.00,652.00,54.00,419870.00,139.15,202.00,134.16,7.29,264.66,0.00,0.00,0.00,0.00,0.00,56.63,43.37,0.00,0.00,0.00,0.00,0.00,5448.67,265297.00,8846.84,1926.34,24906.90,8738.95,-4.00,107.00,330.00,7095.00,145.00,-178.00,325.00,88.00,-86.00,93.00,-104.00,427.00,94.00,2.00,99.00,278.00,6.00,6.00,9.00
235,PE 01059438,Sichuan,101.68737200000,32.89036300000,YW,3609.97,74.53,8388.28,10.00,0.40,38.12,13.00,7.62,146.60,5.44,13577.70,0.47,2.46,197672.00,6837.00,1127.00,30386.00,51334.00,8907.00,3157.00,240.00,3004.00,29563.00,9345.00,563.00,87.00,367843.00,115.84,338.00,162.17,8.31,246.92,0.00,0.00,0.00,0.00,0.00,57.22,42.78,0.00,0.00,0.00,0.00,0.00,5302.24,254847.00,8508.25,1865.14,24144.10,8499.70,22.00,104.00,339.00,6714.00,158.00,-148.00,306.00,108.00,-70.00,111.00,-74.00,720.00,139.00,3.00,88.00,409.00,13.00,13.00,13.00
239,PE 02063373,Sichuan,101.90527777800,32.71138888890,YW,3601.43,107.83,8239.73,16.00,0.40,38.12,13.00,7.62,146.60,5.44,13472.60,0.49,2.45,114689.00,7651.00,1066.00,24819.00,50936.00,9061.00,3545.00,279.00,2476.00,29112.00,9358.00,494.00,85.00,244589.00,113.59,338.00,185.01,8.41,295.56,0.67,0.00,0.00,7.58,0.00,56.34,36.08,0.00,0.00,0.00,0.00,0.00,5259.28,253091.00,8452.22,1832.42,23912.50,8424.83,26.00,100.00,338.00,6530.00,158.00,-137.00,296.00,110.00,-57.00,113.00,-66.00,714.00,137.00,3.00,86.00,402.00,14.00,14.00,14.00
255,PE 01059434,Sichuan,102.42450700000,32.74584700000,YW,3658.67,282.11,8578.71,23.00,0.42,37.27,10.00,7.91,148.34,5.47,13274.90,0.50,2.60,104707.00,6389.00,738.00,23601.00,48048.00,8820.00,3618.00,362.00,2058.00,26638.00,9158.00,392.00,119.00,164869.00,117.25,822.00,182.22,8.19,298.77,0.02,0.00,0.00,0.00,0.00,52.77,47.21,0.00,0.00,0.00,0.00,0.00,5170.05,247489.00,8275.60,1812.22,23479.70,8338.44,24.00,96.00,330.00,6460.00,154.00,-136.00,290.00,107.00,-65.00,111.00,-67.00,748.00,139.00,4.00,80.00,403.00,18.00,18.00,18.00
222,PE 01059403,Sichuan,100.35186800000,32.25563600000,YW,4009.45,147.86,8383.81,13.00,0.37,33.50,13.00,7.27,145.09,5.63,13951.20,0.45,2.54,125596.00,7396.00,876.00,24425.00,49869.00,8652.00,3675.00,287.00,2901.00,28931.00,9325.00,488.00,95.00,239808.00,127.30,340.00,163.04,7.82,287.94,0.00,0.00,0.00,0.00,0.00,53.23,46.77,0.00,0.00,0.00,0.00,0.00,5577.80,261138.00,8869.69,2015.46,25068.80,9099.80,10.00,103.00,332.00,6925.00,148.00,-163.00,311.00,99.00,-84.00,100.00,-90.00,572.00,123.00,3.00,95.00,365.00,10.00,10.00,10.00
226,PE 02063376,Sichuan,100.76472222200,32.48833333330,YW,3854.34,155.63,7849.64,9.00,0.37,31.20,13.00,7.71,147.84,5.39,13816.20,0.45,2.47,160948.00,6671.00,1092.00,29083.00,51858.00,9041.00,3183.00,240.00,2768.00,29369.00,9377.00,500.00,77.00,253316.00,114.51,220.00,166.16,8.40,250.64,2.71,0.00,0.00,1.67,0.00,60.49,35.03,0.00,0.00,0.00,0.00,0.00,5562.39,262591.00,8872.19,1999.37,25108.80,9046.02,21.00,104.00,335.00,6836.00,158.00,-152.00,310.00,109.00,-74.00,111.00,-78.00,460.00,92.00,2.00,89.00,268.00,9.00,9.00,9.00
259,CDBI0082266,Sichuan,102.96790100000,32.06606500000,YW,3010.09,309.75,7314.99,26.00,0.44,36.27,10.00,7.21,148.27,5.54,12664.20,0.75,2.13,260221.00,7168.00,1188.00,37091.00,55656.00,9207.00,2584.00,163.00,3634.00,32299.00,9543.00,686.00,50.00,464544.00,68.26,1086.00,206.64,10.44,169.59,22.16,0.00,0.00,37.87,0.00,23.31,16.66,0.00,0.00,0.00,0.00,0.00,5134.69,239114.00,8132.62,1860.53,23043.70,8407.48,62.00,79.00,298.00,6215.00,181.00,-84.00,265.00,141.00,-26.00,145.00,-26.00,499.00,89.00,2.00,81.00,266.00,9.00,9.00,9.00
213,Deng-9783,Sichuan,99.09088336000,31.86857728000,YW,4493.79,52.60,7729.72,8.00,0.37,33.12,13.00,6.18,138.81,6.28,14179.50,0.42,2.96,384295.00,8714.00,3656.00,44420.00,57161.00,9042.00,2458.00,258.00,5666.00,36090.00,9613.00,1334.00,80.00,1771115.00,139.63,423.00,145.02,7.19,283.92,0.00,0.00,0.00,1.23,6.18,50.50,0.00,0.00,0.00,41.34,0.76,0.00,5646.89,262268.00,8981.50,2084.32,25272.70,9279.43,-3.00,99.00,322.00,6979.00,136.00,-170.00,306.00,89.00,-101.00,89.00,-101.00,551.00,123.00,2.00,100.00,355.00,7.00,7.00,7.00
217,SM713100190,Sichuan,100.08682300000,31.54928200000,YW,3956.19,339.14,7410.73,16.00,0.53,33.27,13.00,6.15,142.31,6.05,13948.90,0.50,2.47,181478.00,8408.00,1839.00,31095.00,55232.00,9065.00,2949.00,166.00,4223.00,33333.00,9568.00,865.00,53.00,746752.00,117.44,538.00,173.39,8.26,278.52,3.13,2.25,0.00,1.10,0.00,55.41,38.12,0.00,0.00,0.00,0.00,0.00,5518.46,253198.00,8724.97,2066.71,24604.00,9187.46,20.00,97.00,328.00,6687.00,151.00,-146.00,297.00,107.00,-75.00,107.00,-75.00,523.00,112.00,3.00,90.00,296.00,9.00,9.00,9.00
224,Chen0022,Sichuan,100.39557777800,31.57960833330,YW,3662.42,100.37,6413.18,14.00,0.53,33.27,13.00,6.15,142.31,6.05,13900.60,0.53,2.33,196290.00,6724.00,1203.00,33348.00,54245.00,9120.00,2701.00,175.00,3050.00,30994.00,9474.00,581.00,57.00,333001.00,78.98,538.00,162.35,9.80,131.83,0.55,0.00,0.00,0.36,0.00,57.33,41.72,0.00,0.00,0.00,0.00,0.00,5599.96,254696.00,8814.08,2103.12,24880.00,9364.71,44.00,96.00,333.00,6480.00,171.00,-118.00,290.00,128.00,-49.00,128.00,-49.00,378.00,79.00,2.00,94.00,231.00,6.00,6.00,6.00
225,LZY004-005,Sichuan,100.72102222200,31.72085000000,YW,4037.60,181.15,8753.86,11.00,0.53,31.49,13.00,6.18,146.87,6.03,13656.70,0.47,2.66,139251.00,7274.00,1041.00,27783.00,52336.00,9262.00,3212.00,188.00,2482.00,29770.00,9427.00,516.00,68.00,262645.00,130.18,306.00,163.54,7.75,293.11,1.95,0.00,0.00,3.41,0.00,57.84,36.32,0.00,0.00,0.00,0.00,0.00,5628.72,257725.00,8892.62,2106.96,25049.80,9366.10,14.00,96.00,333.00,6482.00,142.00,-146.00,288.00,98.00,-78.00,99.00,-78.00,837.00,172.00,4.00,90.00,480.00,13.00,13.00,13.00
250,PE 01059371,Sichuan,102.22246200000,31.89413800000,YW,3397.30,151.83,8038.49,30.00,0.46,37.47,7.00,6.41,147.30,5.89,13019.50,0.60,2.26,180665.00,7269.00,1165.00,30356.00,53152.00,8957.00,3043.00,211.00,3142.00,30780.00,9446.00,597.00,67.00,361713.00,87.92,1316.00,185.49,9.39,226.61,7.56,33.22,0.18,28.98,0.00,19.40,8.23,0.00,2.12,0.00,0.00,0.00,5192.27,239672.00,8170.91,1905.11,23195.80,8525.38,46.00,87.00,326.00,6021.00,166.00,-101.00,267.00,120.00,-39.00,127.00,-39.00,653.00,135.00,2.00,88.00,369.00,6.00,6.00,6.00
257,PE 01059410,Sichuan,102.80617500000,31.65678800000,YW,3389.74,230.56,9371.38,24.00,0.46,38.33,10.00,6.39,148.80,5.78,12547.80,0.68,2.58,258775.00,7311.00,1727.00,38164.00,55941.00,9185.00,2480.00,154.00,3851.00,32934.00,9551.00,819.00,48.00,774306.00,95.52,988.00,217.27,8.68,307.91,19.13,12.88,3.40,32.05,0.00,27.58,5.05,0.00,0.00,0.00,0.00,0.00,5352.17,240225.00,8293.46,2032.26,23714.30,8980.67,42.00,76.00,292.00,6232.00,159.00,-102.00,261.00,121.00,-47.00,125.00,-47.00,677.00,120.00,3.00,81.00,354.00,9.00,9.00,9.00
258,PE 01059431,Sichuan,102.86911000000,31.95827900000,YW,4140.56,34.03,14133.70,24.00,0.46,38.33,10.00,6.39,148.80,5.78,12632.60,0.51,3.64,364107.00,9200.00,4833.00,45056.00,59931.00,9545.00,2252.00,133.00,6125.00,39319.00,9777.00,1576.00,31.00,2435536.00,152.33,988.00,131.63,6.19,283.22,1.84,0.00,0.00,3.81,0.00,59.59,0.00,0.00,0.00,34.90,0.00,0.00,5309.21,242522.00,8336.84,1968.54,23669.60,8842.66,-9.00,79.00,294.00,6438.00,114.00,-156.00,270.00,74.00,-98.00,78.00,-98.00,1019.00,195.00,3.00,87.00,582.00,13.00,13.00,13.00
245,PE 01059363,Sichuan,102.04329000000,31.28717000000,YW,2793.59,280.79,6085.47,37.00,0.46,33.88,10.00,5.76,148.06,6.20,12874.20,0.74,1.82,267769.00,7989.00,1757.00,38881.00,57302.00,9301.00,2408.00,143.00,3970.00,34185.00,9619.00,821.00,42.00,681789.00,53.40,1337.00,154.69,13.76,82.24,18.23,5.44,0.00,29.22,0.00,20.59,26.55,0.00,0.00,0.00,0.00,0.00,5348.90,241229.00,8322.34,2007.90,23684.80,8968.66,93.00,83.00,328.00,5673.00,204.00,-48.00,252.00,145.00,12.00,168.00,12.00,366.00,78.00,1.00,85.00,205.00,3.00,3.00,3.00
251,CDBI0082357,Sichuan,102.23688100000,31.01513200000,YW,3323.08,25.20,9265.45,30.00,0.52,34.56,10.00,5.16,148.40,6.49,12852.30,0.65,2.41,167842.00,8072.00,1517.00,31285.00,55109.00,9342.00,2830.00,173.00,3209.00,32543.00,9563.00,688.00,51.00,460537.00,89.25,1202.00,189.10,9.60,210.10,21.77,13.73,0.00,37.89,3.48,17.39,5.49,0.00,0.00,0.00,0.00,0.00,5393.73,237444.00,8313.79,2092.62,23682.60,9190.79,49.00,78.00,308.00,5945.00,161.00,-92.00,253.00,104.00,-35.00,127.00,-35.00,535.00,117.00,1.00,87.00,306.00,4.00,4.00,4.00
256,KUN 0469423,Sichuan,102.47600600000,31.29234100000,YW,3463.95,278.21,8605.22,24.00,0.46,28.85,10.00,5.82,148.34,6.10,12682.60,0.67,2.37,165203.00,6521.00,1283.00,30156.00,51625.00,8882.00,2972.00,228.00,3069.00,29514.00,9345.00,588.00,79.00,453713.00,83.24,1076.00,214.35,9.24,223.89,15.44,22.23,9.76,39.34,0.05,12.07,0.69,0.00,0.00,0.00,0.00,0.00,5429.41,243824.00,8427.33,2050.61,24026.60,9130.30,50.00,78.00,301.00,6061.00,165.00,-92.00,257.00,128.00,-35.00,131.00,-35.00,447.00,86.00,1.00,81.00,234.00,4.00,4.00,4.00
230,Deng-9526,Sichuan,101.23444200000,30.04256000000,YW,3867.84,324.89,9798.22,30.00,0.48,30.69,10.00,6.09,147.00,6.06,13309.20,0.53,2.86,107086.00,6565.00,1004.00,24777.00,49143.00,8604.00,3410.00,348.00,2463.00,27390.00,9193.00,402.00,106.00,160900.00,97.32,814.00,208.31,7.72,291.86,26.46,0.15,0.57,40.13,0.00,21.46,10.87,0.00,0.00,0.00,0.00,0.00,5688.10,242435.00,8681.28,2304.60,24691.70,9931.48,34.00,84.00,339.00,5551.00,141.00,-106.00,247.00,106.00,-43.00,106.00,-43.00,559.00,116.00,2.00,90.00,334.00,7.00,7.00,7.00
232,Zhang17,Sichuan,101.48166666700,30.05777777780,YW,3706.04,36.52,9488.40,24.00,0.48,29.84,10.00,6.70,146.35,5.81,13175.50,0.57,2.60,140594.00,6629.00,1136.00,27690.00,51449.00,9005.00,3226.00,235.00,2430.00,28972.00,9357.00,470.00,78.00,221302.00,81.87,817.00,231.59,8.20,297.91,2.07,0.00,0.00,0.81,0.00,54.47,42.87,0.00,0.00,0.00,0.00,0.00,5677.87,241046.00,8630.98,2298.95,24603.90,9935.08,45.00,82.00,335.00,5524.00,151.00,-94.00,244.00,112.00,-33.00,116.00,-33.00,596.00,128.00,3.00,89.00,346.00,8.00,8.00,8.00
234,Deng-9524,Sichuan,101.62878100000,30.07835900000,YW,3969.43,289.96,11573.80,20.00,0.48,29.17,10.00,7.17,145.84,5.62,13171.20,0.54,2.93,96656.00,7776.00,1194.00,24154.00,50578.00,9000.00,3339.00,216.00,2585.00,29233.00,9377.00,483.00,84.00,229017.00,116.84,820.00,187.89,7.69,304.27,0.00,0.00,0.00,2.40,0.00,53.60,44.80,0.00,0.00,0.00,0.00,0.00,5663.65,239679.00,8581.30,2292.61,24516.10,9944.37,28.00,80.00,329.00,5611.00,134.00,-110.00,244.00,84.00,-51.00,100.00,-51.00,688.00,134.00,5.00,75.00,353.00,15.00,15.00,15.00
237,WUK 0307649,Sichuan,101.70112600000,30.17117600000,YW,4145.22,263.85,12553.40,23.00,0.48,29.17,10.00,7.17,145.84,5.62,13028.70,0.52,3.14,116309.00,8991.00,2481.00,24315.00,52946.00,9320.00,3650.00,227.00,3688.00,33214.00,9559.00,871.00,72.00,841437.00,128.16,820.00,171.79,7.28,299.38,0.00,0.00,0.00,0.00,0.00,52.63,47.37,0.00,0.00,0.00,0.00,0.00,5663.65,239679.00,8581.30,2292.61,24516.10,9944.37,19.00,80.00,325.00,5680.00,127.00,-118.00,245.00,74.00,-59.00,94.00,-59.00,717.00,135.00,6.00,73.00,368.00,17.00,17.00,17.00
242,Zhang16,Sichuan,101.95055555600,30.00166666670,YW,3566.44,239.14,11753.70,39.00,0.46,31.02,10.00,7.43,147.70,5.51,12739.10,0.63,2.82,160617.00,8889.00,2903.00,29921.00,55764.00,9270.00,3028.00,208.00,4864.00,35457.00,9642.00,1026.00,53.00,1104086.00,99.35,503.00,214.16,8.34,313.10,18.48,5.85,0.00,37.96,0.12,27.35,10.23,0.00,0.00,0.00,0.00,0.00,5450.71,229550.00,8278.41,2215.14,23566.30,9573.78,40.00,76.00,313.00,5715.00,147.00,-96.00,243.00,113.00,-40.00,115.00,-40.00,593.00,113.00,5.00,77.00,304.00,14.00,14.00,14.00
252,SM713100168,Sichuan,102.27831600000,30.38359300000,YW,2862.35,223.65,9355.20,50.00,0.56,49.07,10.00,4.22,140.80,7.03,12468.80,0.78,2.18,175655.00,8787.00,1782.00,31647.00,56137.00,9330.00,2873.00,178.00,4030.00,34368.00,9625.00,885.00,48.00,786861.00,-505.33,1682.00,282.49,10.10,-304.23,12.79,24.47,0.00,37.42,0.98,16.38,7.95,0.00,0.00,0.00,0.00,0.00,5270.44,226570.00,8102.56,2102.17,22867.90,9122.45,78.00,73.00,295.00,5941.00,187.00,-60.00,247.00,154.00,-7.00,156.00,-7.00,555.00,98.00,4.00,75.00,280.00,13.00,13.00,13.00
221,Deng-9822,Sichuan,100.29771803000,29.98655920000,YW,4130.82,241.47,8308.23,14.00,0.58,37.66,13.00,6.59,134.85,5.86,13860.30,0.48,3.01,262706.00,7145.00,1566.00,37286.00,55439.00,9095.00,2644.00,158.00,3759.00,32250.00,9527.00,711.00,52.00,508593.00,104.87,369.00,198.11,7.97,302.68,0.00,0.00,0.00,0.00,0.00,66.09,33.91,0.00,0.00,0.00,0.00,0.00,5848.91,246382.00,8936.78,2384.98,25242.10,10357.40,29.00,86.00,324.00,6025.00,144.00,-120.00,264.00,107.00,-55.00,107.00,-55.00,674.00,161.00,1.00,105.00,463.00,4.00,4.00,4.00
223,Zhang18,Sichuan,100.35611111100,29.65194444440,YW,4054.11,30.23,7934.13,14.00,0.58,37.66,13.00,6.59,134.85,5.86,13817.10,0.49,3.06,85884.00,8054.00,1570.00,21949.00,49912.00,8941.00,3730.00,276.00,2737.00,29370.00,9359.00,529.00,95.00,291558.00,94.03,369.00,195.76,8.18,248.56,1.76,0.00,0.00,0.00,0.00,69.86,28.38,0.00,0.00,0.00,0.00,0.00,5876.52,246445.00,8952.11,2400.62,25312.90,10410.60,35.00,84.00,325.00,5888.00,146.00,-112.00,258.00,108.00,-48.00,110.00,-48.00,471.00,126.00,1.00,114.00,348.00,3.00,3.00,3.00
228,PE 01059355,Sichuan,100.89466100000,29.98274300000,YW,4035.69,84.21,9544.01,27.00,0.58,31.73,6.00,6.45,146.86,5.91,13264.30,0.50,3.07,138709.00,7490.00,1321.00,28446.00,52581.00,9045.00,3059.00,228.00,2968.00,30406.00,9438.00,549.00,69.00,295325.00,105.54,1092.00,198.14,7.58,303.39,15.13,18.60,0.00,21.91,2.35,29.37,12.65,0.00,0.00,0.00,0.00,0.00,5684.88,241899.00,8745.60,2286.94,24607.40,9966.65,29.00,85.00,337.00,5681.00,138.00,-116.00,253.00,102.00,-51.00,102.00,-51.00,803.00,186.00,2.00,102.00,537.00,7.00,7.00,7.00
231,Deng-9535,Sichuan,101.42555500000,29.67923800000,YW,3884.78,294.54,11237.60,30.00,0.46,30.66,10.00,5.56,148.34,6.29,13245.40,0.55,2.93,119558.00,7407.00,1224.00,25834.00,51365.00,8862.00,3345.00,220.00,2924.00,29541.00,9388.00,494.00,77.00,240186.00,102.69,1462.00,201.81,7.46,294.22,10.41,0.71,1.55,31.64,0.00,31.03,25.12,0.00,0.00,0.00,0.00,0.00,5751.82,240720.00,8727.56,2361.76,24787.40,10133.80,31.00,81.00,336.00,5468.00,135.00,-107.00,241.00,102.00,-45.00,102.00,-45.00,636.00,132.00,3.00,91.00,385.00,8.00,8.00,8.00
249,CDBI0082258,Sichuan,102.20327900000,29.88441100000,YW,1941.85,237.04,8590.15,61.00,0.79,62.99,10.00,4.01,126.81,7.18,12100.10,0.93,1.64,156864.00,7855.00,1260.00,29279.00,53971.00,9265.00,3125.00,189.00,3067.00,31770.00,9519.00,649.00,60.00,434680.00,-670.12,2124.00,298.70,12.54,-670.27,9.27,11.24,0.00,46.62,4.27,11.36,17.93,0.00,0.00,0.00,0.00,0.00,3782.56,138802.00,5334.49,1764.00,15782.30,7120.79,117.00,72.00,296.00,5784.00,222.00,-21.00,243.00,189.00,32.00,192.00,32.00,544.00,97.00,4.00,77.00,285.00,12.00,12.00,12.00
260,Deng-9715,Xizang,98.53342400000,29.80222100000,YW,4272.72,100.06,6313.43,38.00,0.51,38.17,10.00,6.32,104.24,6.14,14489.40,0.46,2.89,87547.00,6279.00,816.00,22308.00,47534.00,8726.00,3647.00,314.00,2038.00,26361.00,9160.00,349.00,118.00,118916.00,110.82,1331.00,176.93,8.18,267.52,0.00,0.00,0.00,0.00,0.00,80.09,19.91,0.00,0.00,0.00,0.00,0.00,5770.99,246579.00,8880.36,2334.93,25106.10,10078.60,27.00,78.00,298.00,6282.00,144.00,-117.00,260.00,107.00,-60.00,108.00,-60.00,411.00,114.00,0.00,117.00,322.00,1.00,1.00,1.00
214,Zhang20,Sichuan,99.34722222220,29.12861111110,YW,3799.24,134.10,6116.30,41.00,0.42,36.03,1.00,4.89,130.09,6.85,14090.30,0.52,2.60,96989.00,7777.00,1147.00,23814.00,51016.00,9125.00,3445.00,245.00,2398.00,29224.00,9378.00,483.00,82.00,228899.00,75.62,1314.00,187.51,9.61,186.13,14.13,13.12,0.00,32.98,0.00,34.55,5.26,0.00,0.00,0.00,0.00,0.00,5906.58,243362.00,8967.69,2485.49,25292.70,10471.70,54.00,74.00,303.00,5953.00,162.00,-84.00,246.00,128.00,-29.00,130.00,-29.00,350.00,104.00,0.00,123.00,301.00,2.00,2.00,2.00
215,TI1466007,Sichuan,99.74361111110,29.00944444440,YW,3727.69,117.79,6654.22,20.00,0.50,45.31,13.00,6.40,101.73,6.05,13971.00,0.53,2.58,127560.00,7789.00,1463.00,26744.00,52579.00,9065.00,3263.00,191.00,3060.00,30579.00,9457.00,554.00,67.00,296274.00,79.20,729.00,176.89,9.70,167.68,5.83,4.43,1.31,9.84,11.79,40.00,26.81,0.00,0.00,0.00,0.00,0.00,6189.52,250441.00,9333.17,2633.45,26335.60,11148.00,52.00,76.00,311.00,5861.00,159.00,-85.00,246.00,124.00,-29.00,126.00,-29.00,355.00,108.00,0.00,126.00,309.00,2.00,2.00,2.00
216,Deng-9847,Sichuan,100.07994701000,29.28524897000,YW,4401.68,259.80,9343.55,3.00,0.58,31.12,13.00,7.35,144.13,5.54,13820.10,0.44,3.33,108340.00,7993.00,1931.00,24727.00,51064.00,8853.00,3440.00,285.00,3140.00,30210.00,9370.00,597.00,91.00,371325.00,124.78,12.00,171.98,7.12,296.43,0.05,0.13,0.00,0.00,0.00,52.78,47.05,0.00,0.00,0.00,0.00,0.00,6114.54,250174.00,9242.07,2583.41,26104.60,10954.70,15.00,80.00,319.00,5872.00,125.00,-127.00,252.00,89.00,-66.00,91.00,-66.00,715.00,208.00,1.00,120.00,556.00,4.00,4.00,4.00
